CustomerID,Name,Age,Email,Signup_Date,Purchase_Amount,City,Phone
31,Customer_31,66.0,user31@mail.com,2023-01-31,3768.81,Chennai,9790717130
32,Customer_32,44.0,user32@mail.com,2023-02-01,1509.75,chennai,9721982803
33,Customer_33,,user33@mail.com,2023-02-02,4206.43,Madurai,
34,Customer_34,45.0,user34@mail.com,2023-02-03,938.33,Coimbatore,9304407683
35,Customer_35,33.0,user35@mail.com,2023-02-04,2378.57,Chennai,9518655621
36,Customer_36,32.0,user36@mail.com,2023-02-05,2970.65,Madurai,9389041721
37,Customer_37,64.0,user37@mail.com,2023-02-06,,Madurai,9245309717
38,Customer_38,68.0,user38@mail.com,2023-02-07,2001.84,Coimbatore,9968950425
39,Customer_39,61.0,user39@mail,2023-02-08,2333.5,chennai,9716661506
40,Customer_40,69.0,user40@mail.com,2023-02-09,2105.6,Trichy,9275037566
41,Customer_41,20.0,user41@mail.com,2023-02-10,2028.51,Trichy,9213398568
42,Customer_42,54.0,user42@mail.com,2023-02-11,3179.68,Madurai,9804372411
43,Customer_43,68.0,user43@mail.com,2023-02-12,2785.61,COIMBATORE,9910061837
44,Customer_44,24.0,user44@mail.com,2023-02-13,1945.67,COIMBATORE,
45,Customer_45,,user45@mail.com,2023-02-14,3219.68,Coimbatore,9359210229
46,Customer_46,26.0,user46@mail.com,2023-02-15,2745.84,Trichy,9500628747
47,Customer_47,56.0,user47@mail.com,2023-02-16,3150.29,Madurai,9745508619
48,Customer_48,35.0,user48@mail.com,2023-02-17,3003.7,chennai,9785239180
49,Customer_49,21.0,user49@mail.com,2023-02-18,1836.8,Trichy,9623056428
50,Customer_50,42.0,user50@mail.com,2023-02-19,2051.86,Madurai,9597108210
51,Customer_51,31.0,user51@mail.com,2023-02-20,3097.83,Madurai,9439377298
52,Customer_52,67.0,user52@mail,2023-02-21,2988.3,Chennai,9473214563
53,Customer_53,,user53@mail.com,2023-02-22,2483.28,chennai,9882190471
54,Customer_54,43.0,user54@mail.com,2023-02-23,,Chennai,9623267804
55,Customer_55,19.0,user55@mail.com,2023-02-24,3522.13,Coimbatore,9270503798
56,Customer_56,37.0,user56@mail.com,2023-02-25,,Chennai,9888793652
57,Customer_57,,user57@mail.com,2023-02-26,2937.68,Chennai,9781644726
58,Customer_58,64.0,user58@mail.com,2023-02-27,2338.25,Trichy,9287525407
59,Customer_59,24.0,user59@mail.com,2023-02-28,2325.86,COIMBATORE,9794378283
60,Customer_60,61.0,user60@mail.com,2023-03-01,3379.02,Madurai,9337784657
61,Customer_61,25.0,user61@mail.com,2023-03-02,3160.33,chennai,9189597893
62,Customer_62,64.0,user62@mail.com,2023-03-03,3150.81,Chennai,9758259666
63,Customer_63,52.0,user63@mail.com,2023-03-04,3544.38,chennai,9453538596
64,Customer_64,31.0,user64@mail.com,2023-03-05,2516.8,COIMBATORE,9282444343
65,Customer_65,34.0,user65@mail,2023-03-06,3045.56,COIMBATORE,9745643906
66,Customer_66,53.0,user66@mail.com,2023-03-07,2251.79,Chennai,9450153627
67,Customer_67,67.0,user67@mail.com,2023-03-08,2759.33,Coimbatore,9957028297
68,Customer_68,57.0,user68@mail.com,2023-03-09,2395.89,Chennai,9758252530
69,Customer_69,21.0,user69@mail.com,2023-03-10,2577.6,Trichy,9874074402
70,Customer_70,19.0,user70@mail.com,2023-03-11,2976.13,Madurai,9410089820
71,Customer_71,,user71@mail.com,2023-03-12,1845.42,Coimbatore,9823271605
72,Customer_72,59.0,user72@mail.com,2023-03-13,4173.91,Chennai,9231651518
73,Customer_73,21.0,user73@mail.com,2023-03-14,20342.28,chennai,9974362062
74,Customer_74,,user74@mail.com,2023-03-15,1528.65,Coimbatore,9132997728
75,Customer_75,35.0,user75@mail.com,01/02/2023,3426.49,Coimbatore,9488490118
76,Customer_76,43.0,user76@mail.com,2023-03-17,3133.33,Chennai,9848154672
77,Customer_77,61.0,user77@mail.com,2023-03-18,2999.3,Coimbatore,9607976541
78,Customer_78,51.0,user78@mail,2023-03-19,3002.68,chennai,9812566713
79,Customer_79,27.0,user79@mail.com,2023-03-20,2490.2,COIMBATORE,
80,Customer_80,53.0,user80@mail.com,2023-03-21,1782.2,Coimbatore,
81,Customer_81,31.0,user81@mail.com,2023-03-22,2560.64,COIMBATORE,9653040676
82,Customer_82,48.0,user82@mail.com,2023-03-23,1958.27,chennai,9512037635
83,Customer_83,65.0,user83@mail.com,2023-03-24,3280.1,Chennai,9619857515
84,Customer_84,32.0,user84@mail.com,2023-03-25,2382.35,Madurai,9176123517
85,Customer_85,25.0,user85@mail.com,2023-03-26,1839.6,Coimbatore,9120808635
86,Customer_86,31.0,user86@mail.com,2023-03-27,2242.89,Madurai,9272267671
87,Customer_87,40.0,user87@mail.com,2023-03-28,2830.35,chennai,9285974321
88,Customer_88,57.0,user88@mail.com,2023-03-29,2049.02,Coimbatore,9602646448
89,Customer_89,38.0,user89@mail.com,2023-03-30,1842.22,COIMBATORE,9160111794
90,Customer_90,,user90@mail.com,2023-03-31,2694.95,Trichy,9437908319
91,Customer_91,62.0,user91@mail,2023-04-01,2695.97,Madurai,9478207848
92,Customer_92,35.0,user92@mail.com,2023-04-02,2094.45,Coimbatore,9910097059
93,Customer_93,64.0,user93@mail.com,2023-04-03,2123.17,Madurai,9226248185
94,Customer_94,41.0,user94@mail.com,2023-04-04,2685.64,Coimbatore,9724982881
95,Customer_95,43.0,user95@mail.com,2023-04-05,1341.53,Chennai,
96,Customer_96,42.0,user96@mail.com,2023-04-06,1374.03,COIMBATORE,9630098753
97,Customer_97,62.0,user97@mail.com,2023-04-07,1925.24,Madurai,9519719502
98,Customer_98,,user98@mail.com,2023-04-08,2329.24,Trichy,9747259553
99,Customer_99,46.0,user99@mail.com,2023-04-09,2748.73,Trichy,9284495011
100,Customer_100,32.0,user100@mail.com,2023-04-10,3680.28,chennai,9837535749
101,Customer_101,62.0,user101@mail.com,2023-04-11,3186.13,Coimbatore,9765760038
102,Customer_102,18.0,user102@mail.com,2023-04-12,2372.05,Madurai,9215224489
103,Customer_103,42.0,user103@mail.com,2023-04-13,2484.79,chennai,9496641650
104,Customer_104,24.0,user104@mail,2023-04-14,1697.98,Madurai,9245404089
105,Customer_105,26.0,user105@mail.com,2023-04-15,2485.19,Coimbatore,9797345269
106,Customer_106,41.0,user106@mail.com,2023-04-16,2269.07,Trichy,9568800124
107,Customer_107,18.0,user107@mail.com,2023-04-17,2758.17,Chennai,9674869122
108,Customer_108,61.0,user108@mail.com,2023-04-18,1838.22,Trichy,9628137452
109,Customer_109,25.0,user109@mail.com,2023-04-19,2915.48,chennai,9665046823
110,Customer_110,41.0,user110@mail.com,2023-04-20,44714.28,COIMBATORE,
111,Customer_111,28.0,user111@mail.com,2023-04-21,2412.99,Chennai,9665078882
112,Customer_112,68.0,user112@mail.com,2023-04-22,2821.37,chennai,9211670041
113,Customer_113,34.0,user113@mail.com,2023-04-23,3052.12,Coimbatore,9767052131
114,Customer_114,25.0,user114@mail.com,2023-04-24,2179.02,Chennai,9783039471
115,Customer_115,52.0,user115@mail.com,2023-04-25,2679.27,chennai,9537465565
116,Customer_116,52.0,user116@mail.com,2023-04-26,2510.07,Coimbatore,9871733078
117,Customer_117,50.0,user117@mail,2023-04-27,2578.14,Trichy,9669257257
118,Customer_118,22.0,user118@mail.com,2023-04-28,1881.59,COIMBATORE,9627630861
119,Customer_119,59.0,user119@mail.com,2023-04-29,2519.61,Coimbatore,9154181889
120,Customer_120,56.0,user120@mail.com,2023-04-30,2898.4,Madurai,
121,Customer_121,58.0,user121@mail.com,2023-05-01,3660.91,Coimbatore,9800213540
122,Customer_122,45.0,user122@mail.com,2023-05-02,3267.42,Coimbatore,9548330564
123,Customer_123,24.0,user123@mail.com,2023-05-03,4222.55,COIMBATORE,9396923045
124,Customer_124,26.0,user124@mail.com,2023-05-04,1886.12,Madurai,9903869224
125,Customer_125,25.0,user125@mail.com,01/02/2023,3197.86,chennai,9518301429
126,Customer_126,29.0,user126@mail.com,2023-05-06,2646.67,chennai,9618616891
127,Customer_127,,user127@mail.com,2023-05-07,4251.84,Coimbatore,9765809276
128,Customer_128,50.0,user128@mail.com,2023-05-08,1853.36,Madurai,9938829678
129,Customer_129,65.0,user129@mail.com,2023-05-09,1828.22,Madurai,9499081485
130,Customer_130,40.0,user130@mail,2023-05-10,2020.49,COIMBATORE,9163640055
131,Customer_131,41.0,user131@mail.com,2023-05-11,800.88,Trichy,9441084390
132,Customer_132,,user132@mail.com,2023-05-12,2079.4,chennai,9569153752
133,Customer_133,52.0,user133@mail.com,2023-05-13,1892.69,COIMBATORE,9798453075
134,Customer_134,61.0,user134@mail.com,2023-05-14,2620.32,Chennai,9499220865
135,Customer_135,57.0,user135@mail.com,2023-05-15,2773.4,chennai,9509145062
136,Customer_136,39.0,user136@mail.com,2023-05-16,4000.94,COIMBATORE,9802329669
137,Customer_137,44.0,user137@mail.com,2023-05-17,3260.34,chennai,9753364368
138,Customer_138,52.0,user138@mail.com,2023-05-18,2038.48,Trichy,9705940602
139,Customer_139,18.0,user139@mail.com,2023-05-19,1781.27,Chennai,9366923864
140,Customer_140,52.0,user140@mail.com,2023-05-20,,Trichy,9740147483
141,Customer_141,54.0,user141@mail.com,2023-05-21,,Chennai,9134932801
142,Customer_142,64.0,user142@mail.com,2023-05-22,3965.17,Coimbatore,9563797410
143,Customer_143,31.0,user143@mail,2023-05-23,3443.55,COIMBATORE,9773178852
144,Customer_144,20.0,user144@mail.com,2023-05-24,2124.66,Chennai,
145,Customer_145,18.0,user145@mail.com,2023-05-25,1129.49,Trichy,9422938878
146,Customer_146,22.0,user146@mail.com,2023-05-26,3583.1,chennai,9479729344
147,Customer_147,43.0,user147@mail.com,2023-05-27,,Chennai,9200816295
148,Customer_148,31.0,user148@mail.com,2023-05-28,3490.25,COIMBATORE,9523973323
149,Customer_149,56.0,user149@mail.com,2023-05-29,1224.46,Chennai,9662098103
150,Customer_150,44.0,user150@mail.com,2023-05-30,2020.5,Madurai,9729898915
151,Customer_151,26.0,user151@mail.com,2023-05-31,,chennai,9975269422
152,Customer_152,32.0,user152@mail.com,2023-06-01,2537.58,COIMBATORE,9674278665
153,Customer_153,32.0,user153@mail.com,2023-06-02,2139.95,COIMBATORE,9415666114
154,Customer_154,43.0,user154@mail.com,2023-06-03,2998.28,Coimbatore,9924738421
155,Customer_155,59.0,user155@mail.com,2023-06-04,1645.9,Trichy,9829104653
156,Customer_156,30.0,user156@mail,2023-06-05,2386.1,Coimbatore,9447417167
157,Customer_157,68.0,user157@mail.com,2023-06-06,2596.24,COIMBATORE,9184928457
158,Customer_158,49.0,user158@mail.com,2023-06-07,2911.55,chennai,9953743196
159,Customer_159,56.0,user159@mail.com,2023-06-08,,Chennai,
160,Customer_160,66.0,user160@mail.com,2023-06-09,1600.29,Chennai,9827526219
161,Customer_161,69.0,user161@mail.com,2023-06-10,1272.71,chennai,9438801501
162,Customer_162,49.0,user162@mail.com,2023-06-11,3522.14,COIMBATORE,9726019688
163,Customer_163,21.0,user163@mail.com,2023-06-12,2765.85,Chennai,9876905984
164,Customer_164,47.0,user164@mail.com,2023-06-13,1901.21,Chennai,9956561796
165,Customer_165,54.0,user165@mail.com,2023-06-14,3740.92,Chennai,9477460487
166,Customer_166,40.0,user166@mail.com,2023-06-15,2592.54,Trichy,9603133866
167,Customer_167,56.0,user167@mail.com,2023-06-16,3443.44,Trichy,9952909003
168,Customer_168,62.0,user168@mail.com,2023-06-17,2554.01,Madurai,9988101376
169,Customer_169,32.0,user169@mail,2023-06-18,4148.6,Coimbatore,9110856760
170,Customer_170,60.0,user170@mail.com,2023-06-19,3904.27,chennai,9817439551
171,Customer_171,,user171@mail.com,2023-06-20,,chennai,9569228405
172,Customer_172,53.0,user172@mail.com,2023-06-21,3277.26,chennai,9819919059
173,Customer_173,30.0,user173@mail.com,2023-06-22,3016.3,Madurai,9655590939
174,Customer_174,49.0,user174@mail.com,2023-06-23,3594.91,Trichy,9257502584
175,Customer_175,,user175@mail.com,2023-06-24,1728.06,COIMBATORE,9553282922
176,Customer_176,68.0,user176@mail.com,2023-06-25,3048.84,COIMBATORE,9558410670
177,Customer_177,39.0,user177@mail.com,2023-06-26,3346.74,Madurai,9803535076
178,Customer_178,45.0,user178@mail.com,2023-06-27,1093.01,COIMBATORE,9243932619
179,Customer_179,19.0,user179@mail.com,2023-06-28,,chennai,9236538416
180,Customer_180,59.0,user180@mail.com,2023-06-29,868.61,Coimbatore,
181,Customer_181,62.0,user181@mail.com,2023-06-30,2284.47,Chennai,9982124407
182,Customer_182,23.0,user182@mail,2023-07-01,3074.03,Trichy,9339101483
183,Customer_183,45.0,user183@mail.com,2023-07-02,3701.89,Trichy,9943396919
184,Customer_184,45.0,user184@mail.com,2023-07-03,2559.28,Madurai,9466594203
185,Customer_185,,user185@mail.com,2023-07-04,3802.89,Trichy,9590554734
186,Customer_186,61.0,user186@mail.com,2023-07-05,1395.92,chennai,9607971278
187,Customer_187,37.0,user187@mail.com,2023-07-06,1137.29,COIMBATORE,9349710469
188,Customer_188,47.0,user188@mail.com,2023-07-07,2455.56,chennai,9984081259
189,Customer_189,28.0,user189@mail.com,2023-07-08,2807.25,Madurai,9271394298
190,Customer_190,45.0,user190@mail.com,2023-07-09,2473.84,chennai,9580691132
191,Customer_191,42.0,user191@mail.com,2023-07-10,846.05,COIMBATORE,9246835347
192,Customer_192,56.0,user192@mail.com,2023-07-11,2428.7,Coimbatore,9184823921
193,Customer_193,50.0,user193@mail.com,2023-07-12,1456.42,Madurai,9345186177
194,Customer_194,18.0,user194@mail.com,2023-07-13,3035.74,Coimbatore,9628155592
195,Customer_195,,user195@mail,2023-07-14,2793.28,Chennai,9233872126
196,Customer_196,69.0,user196@mail.com,2023-07-15,1748.1,Coimbatore,9901465363
197,Customer_197,,user197@mail.com,2023-07-16,2088.91,Chennai,
198,Customer_198,58.0,user198@mail.com,2023-07-17,1652.63,Chennai,9268979228
199,Customer_199,20.0,user199@mail.com,2023-07-18,2449.86,Coimbatore,
200,Customer_200,56.0,user200@mail.com,2023-07-19,3264.11,Madurai,9624458102
201,Customer_201,,user201@mail.com,2023-07-20,1711.42,COIMBATORE,9968438213
202,Customer_202,25.0,user202@mail.com,2023-07-21,2903.24,chennai,9873138916
203,Customer_203,44.0,user203@mail.com,2023-07-22,2075.79,chennai,9889737204
204,Customer_204,26.0,user204@mail.com,2023-07-23,1865.7,COIMBATORE,9480343354
205,Customer_205,54.0,user205@mail.com,2023-07-24,2414.38,Chennai,9384138308
206,Customer_206,50.0,user206@mail.com,2023-07-25,,Chennai,9543708576
207,Customer_207,68.0,user207@mail.com,2023-07-26,2057.08,Madurai,9131073264
208,Customer_208,59.0,user208@mail,2023-07-27,1541.7,Trichy,9463657906
209,Customer_209,61.0,user209@mail.com,2023-07-28,,Coimbatore,9278554061
210,Customer_210,,user210@mail.com,2023-07-29,2528.21,Chennai,9908346635
211,Customer_211,32.0,user211@mail.com,01/02/2023,1940.22,chennai,9737129193
212,Customer_212,49.0,user212@mail.com,2023-07-31,2671.18,Madurai,9732987923
213,Customer_213,49.0,user213@mail.com,2023-08-01,2410.14,Coimbatore,9898725370
214,Customer_214,41.0,user214@mail.com,2023-08-02,2323.22,Madurai,9121217066
215,Customer_215,58.0,user215@mail.com,2023-08-03,2991.33,Coimbatore,9174645629
216,Customer_216,69.0,user216@mail.com,2023-08-04,3106.01,Coimbatore,9966775009
217,Customer_217,66.0,user217@mail.com,2023-08-05,2075.6,COIMBATORE,9414093784
218,Customer_218,66.0,user218@mail.com,2023-08-06,2039.35,Chennai,9697515569
219,Customer_219,69.0,user219@mail.com,2023-08-07,,Madurai,9606455224
220,Customer_220,29.0,user220@mail.com,2023-08-08,658.46,Madurai,9444079398
221,Customer_221,56.0,user221@mail,2023-08-09,1287.85,COIMBATORE,9979351006
222,Customer_222,19.0,user222@mail.com,2023-08-10,3593.5,chennai,9118144439
223,Customer_223,20.0,user223@mail.com,2023-08-11,3815.97,chennai,9166984430
224,Customer_224,66.0,user224@mail.com,2023-08-12,2300.77,Chennai,9193329834
225,Customer_225,54.0,user225@mail.com,2023-08-13,2961.25,Chennai,9497943702
226,Customer_226,66.0,user226@mail.com,2023-08-14,,Trichy,
227,Customer_227,34.0,user227@mail.com,2023-08-15,4963.1,COIMBATORE,9238491173
228,Customer_228,66.0,user228@mail.com,2023-08-16,3395.66,chennai,9699797587
229,Customer_229,19.0,user229@mail.com,2023-08-17,2397.67,Coimbatore,9640055702
230,Customer_230,19.0,user230@mail.com,2023-08-18,1735.57,Madurai,9228735615
231,Customer_231,45.0,user231@mail.com,2023-08-19,1214.84,Chennai,9670005117
232,Customer_232,40.0,user232@mail.com,2023-08-20,2662.77,Madurai,9348807212
233,Customer_233,54.0,user233@mail.com,2023-08-21,1894.92,Madurai,9716509747
234,Customer_234,49.0,user234@mail,2023-08-22,,Trichy,9979097167
235,Customer_235,50.0,user235@mail.com,2023-08-23,,chennai,9915269809
236,Customer_236,18.0,user236@mail.com,01/02/2023,1634.76,Chennai,9966953961
237,Customer_237,36.0,user237@mail.com,2023-08-25,3849.71,Madurai,9844886646
238,Customer_238,19.0,user238@mail.com,2023-08-26,38463.72,Chennai,9797424903
239,Customer_239,61.0,user239@mail.com,2023-08-27,2493.62,Coimbatore,9908953172
240,Customer_240,43.0,user240@mail.com,2023-08-28,3683.96,Trichy,9503300480
241,Customer_241,49.0,user241@mail.com,2023-08-29,2561.89,Coimbatore,9841320455
242,Customer_242,23.0,user242@mail.com,2023-08-30,1810.97,Chennai,9770718620
243,Customer_243,,user243@mail.com,2023-08-31,3718.5,Chennai,9932150879
244,Customer_244,21.0,user244@mail.com,2023-09-01,2931.13,chennai,9607417092
245,Customer_245,28.0,user245@mail.com,2023-09-02,1670.2,Madurai,9860852565
246,Customer_246,34.0,user246@mail.com,2023-09-03,2347.73,Madurai,9122791342
247,Customer_247,55.0,user247@mail,2023-09-04,1799.51,Coimbatore,9927322145
248,Customer_248,41.0,user248@mail.com,2023-09-05,1393.76,Trichy,9794205632
249,Customer_249,22.0,user249@mail.com,2023-09-06,3240.94,COIMBATORE,9478452278
250,Customer_250,69.0,user250@mail.com,2023-09-07,4027.53,Madurai,9935861721
251,Customer_251,,user251@mail.com,01/02/2023,1381.15,chennai,9633850538
252,Customer_252,23.0,user252@mail.com,2023-09-09,2950.38,Coimbatore,9887044297
253,Customer_253,39.0,user253@mail.com,01/02/2023,1979.49,Coimbatore,
254,Customer_254,28.0,user254@mail.com,2023-09-11,2110.3,COIMBATORE,9606150032
255,Customer_255,65.0,user255@mail.com,2023-09-12,2026.08,chennai,9447364889
256,Customer_256,33.0,user256@mail.com,2023-09-13,1808.81,Trichy,9610692999
257,Customer_257,50.0,user257@mail.com,2023-09-14,30465.840000000004,chennai,9592241198
258,Customer_258,26.0,user258@mail.com,2023-09-15,1835.24,Trichy,9403266535
259,Customer_259,23.0,user259@mail.com,2023-09-16,2716.37,chennai,9179540080
260,Customer_260,33.0,user260@mail,2023-09-17,2459.81,chennai,9230511435
261,Customer_261,,user261@mail.com,2023-09-18,2308.84,Chennai,9585802970
262,Customer_262,20.0,user262@mail.com,2023-09-19,1773.95,Coimbatore,9877168711
263,Customer_263,37.0,user263@mail.com,2023-09-20,2038.58,chennai,
264,Customer_264,53.0,user264@mail.com,2023-09-21,3104.31,COIMBATORE,9914011181
265,Customer_265,,user265@mail.com,2023-09-22,2900.73,chennai,9824465603
266,Customer_266,43.0,user266@mail.com,2023-09-23,1717.96,Madurai,9858119200
267,Customer_267,20.0,user267@mail.com,2023-09-24,2579.47,Coimbatore,9532114688
268,Customer_268,36.0,user268@mail.com,2023-09-25,3101.11,Madurai,9919803422
269,Customer_269,37.0,user269@mail.com,2023-09-26,1164.48,Coimbatore,9782407887
270,Customer_270,49.0,user270@mail.com,01/02/2023,2934.69,Madurai,
271,Customer_271,24.0,user271@mail.com,2023-09-28,1969.9,chennai,9717892916
272,Customer_272,69.0,user272@mail.com,2023-09-29,2956.48,chennai,9817137199
273,Customer_273,58.0,user273@mail,2023-09-30,1889.39,Chennai,9749540676
274,Customer_274,50.0,user274@mail.com,2023-10-01,1056.09,COIMBATORE,9431508072
275,Customer_275,57.0,user275@mail.com,2023-10-02,1197.97,Madurai,9557813593
276,Customer_276,56.0,user276@mail.com,2023-10-03,2538.47,Trichy,9523370685
277,Customer_277,35.0,user277@mail.com,2023-10-04,2707.78,Chennai,9777940443
278,Customer_278,57.0,user278@mail.com,2023-10-05,1776.55,Madurai,9784134337
279,Customer_279,18.0,user279@mail.com,2023-10-06,3010.87,Madurai,9550773695
280,Customer_280,28.0,user280@mail.com,2023-10-07,1170.78,Chennai,9307069125
281,Customer_281,45.0,user281@mail.com,2023-10-08,2447.14,chennai,9392536894
282,Customer_282,42.0,user282@mail.com,2023-10-09,1531.19,Madurai,9600100256
283,Customer_283,67.0,user283@mail.com,2023-10-10,1978.53,chennai,
284,Customer_284,40.0,user284@mail.com,2023-10-11,2537.92,Chennai,9618632111
285,Customer_285,48.0,user285@mail.com,2023-10-12,1811.67,chennai,9110427148
286,Customer_286,47.0,user286@mail,2023-10-13,2192.36,Coimbatore,9239094600
287,Customer_287,59.0,user287@mail.com,2023-10-14,3305.03,Trichy,9488615924
288,Customer_288,52.0,user288@mail.com,2023-10-15,2038.49,Madurai,9387832652
289,Customer_289,24.0,user289@mail.com,2023-10-16,3168.55,COIMBATORE,9266153374
290,Customer_290,33.0,user290@mail.com,2023-10-17,1596.23,Trichy,9568622282
291,Customer_291,43.0,user291@mail.com,2023-10-18,2923.84,chennai,9651970115
292,Customer_292,65.0,user292@mail.com,2023-10-19,3653.25,Madurai,9746442593
293,Customer_293,69.0,user293@mail.com,2023-10-20,522.68,chennai,9762027644
294,Customer_294,66.0,user294@mail.com,2023-10-21,1862.48,Coimbatore,9165244261
295,Customer_295,19.0,user295@mail.com,2023-10-22,2961.66,Chennai,9430854893
296,Customer_296,18.0,user296@mail.com,2023-10-23,2337.56,Madurai,9854517635
297,Customer_297,65.0,user297@mail.com,2023-10-24,2796.92,Coimbatore,9819808101
298,Customer_298,29.0,user298@mail.com,2023-10-25,,Coimbatore,9908194066
299,Customer_299,22.0,user299@mail,2023-10-26,2569.27,Madurai,9348446405
300,Customer_300,54.0,user300@mail.com,2023-10-27,2375.46,chennai,
301,Customer_301,49.0,user301@mail.com,2023-10-28,3434.23,COIMBATORE,9152764241
302,Customer_302,26.0,user302@mail.com,2023-10-29,2703.54,Coimbatore,9649288332
303,Customer_303,58.0,user303@mail.com,2023-10-30,2770.08,Trichy,9305358056
304,Customer_304,52.0,user304@mail.com,2023-10-31,2170.5,Coimbatore,9388603414
305,Customer_305,36.0,user305@mail.com,2023-11-01,2109.92,COIMBATORE,9897074258
306,Customer_306,,user306@mail.com,2023-11-02,2153.95,chennai,9610674284
307,Customer_307,33.0,user307@mail.com,2023-11-03,2815.56,chennai,9391345738
308,Customer_308,20.0,user308@mail.com,2023-11-04,2163.21,Trichy,9639758208
309,Customer_309,37.0,user309@mail.com,2023-11-05,32781.840000000004,Coimbatore,9616293975
310,Customer_310,41.0,user310@mail.com,2023-11-06,4160.32,chennai,9301302013
311,Customer_311,50.0,user311@mail.com,2023-11-07,3196.9,COIMBATORE,9291079221
312,Customer_312,,user312@mail,2023-11-08,2239.18,Madurai,9740270790
313,Customer_313,69.0,user313@mail.com,2023-11-09,3460.97,Chennai,9124733272
314,Customer_314,28.0,user314@mail.com,2023-11-10,2173.54,Chennai,9436644820
315,Customer_315,66.0,user315@mail.com,2023-11-11,869.5,Chennai,9420343694
316,Customer_316,25.0,user316@mail.com,2023-11-12,1693.53,Coimbatore,9659242304
317,Customer_317,53.0,user317@mail.com,2023-11-13,1003.37,Trichy,9600198475
318,Customer_318,55.0,user318@mail.com,2023-11-14,2218.79,chennai,9571724025
319,Customer_319,57.0,user319@mail.com,2023-11-15,2514.73,Madurai,9727806918
320,Customer_320,,user320@mail.com,2023-11-16,3841.15,COIMBATORE,9372468110
321,Customer_321,52.0,user321@mail.com,2023-11-17,2761.54,Madurai,9939525268
322,Customer_322,65.0,user322@mail.com,2023-11-18,2324.72,COIMBATORE,9660148370
323,Customer_323,42.0,user323@mail.com,2023-11-19,3163.52,Coimbatore,9695102523
324,Customer_324,52.0,user324@mail.com,2023-11-20,731.09,Chennai,9308304732
325,Customer_325,42.0,user325@mail,2023-11-21,2688.49,Coimbatore,9953382616
326,Customer_326,46.0,user326@mail.com,2023-11-22,3116.69,Trichy,9514401952
327,Customer_327,35.0,user327@mail.com,2023-11-23,1317.13,Trichy,9296223711
328,Customer_328,63.0,user328@mail.com,2023-11-24,3415.0,COIMBATORE,9629362416
329,Customer_329,35.0,user329@mail.com,2023-11-25,2770.8,chennai,9935025186
330,Customer_330,19.0,user330@mail.com,2023-11-26,2167.77,chennai,9162994533
331,Customer_331,52.0,user331@mail.com,2023-11-27,3006.23,COIMBATORE,9414374105
332,Customer_332,33.0,user332@mail.com,2023-11-28,4316.55,Trichy,9473927178
333,Customer_333,58.0,user333@mail.com,2023-11-29,2645.49,Trichy,9544308322
